tweet_id,class_label
1256120472875524096,Yes
1256154134027350019,No
1256253220239872000,Yes
1256305038139576326,No
1256487670311682048,No
1256903417789890560,No
1257270974405398530,No
1257364609910149121,Yes
1257742101812514816,No
1257967060556144640,No
1258080364276396032,Yes
1258330573241815040,No
1258351540060000257,No
1258405678428930055,Yes
1258427678308392960,Yes
1258828565346385920,No
1259051393048096771,Yes
1259062213152632832,Yes
1259135471453712396,Yes
1259387610746834950,Yes
1259414150498996224,No
1260088889097752577,No
1260569701593354243,No
1260821596517945344,Yes
1260945855617683456,Yes
1261065558331723779,Yes
1261239454527823873,No
1261327672229191683,Yes
1261566854897774593,Yes
1261641910722183173,No
1262093716401111041,No
1262810842665492486,No
1262849886149640192,Yes
1262864031922229250,Yes
1262952633075150849,Yes
1263038432814731265,No
1263105802723889154,No
1263111787039404035,No
1263748491035230208,Yes
1263749544044568578,Yes
1264197795969466373,Yes
1264463476933738497,No
1264503936368676865,No
1264931230203641856,Yes
1265203638441558016,No
1265208734076280835,No
1265278782149033984,Yes
1265409333883535361,No
1265557479829708802,No
1265677813358755840,No
1265701916450881537,No
1265748270242041856,Yes
1265933806793641984,No
1266051180351930369,No
1266254038816796672,Yes
1266881802804879360,Yes
1377386707331526657,No
1377387590827962372,Yes
1377387734671618048,Yes
1377388636614889473,Yes
1377502257298731011,Yes
1377510488825851906,Yes
1377510925129895942,No
1377512944339193862,No
1377513977857634307,No
1377548003108663296,Yes
1377549113022025730,No
1377984440681439238,Yes
1377987686254977028,No
1377992347246493699,Yes
1377994707435982851,Yes
1377998731203784707,Yes
1378045851193516036,No
1378048083918008321,Yes
1378048507207110656,Yes
1378049266934034435,Yes
1378054316301426690,No
1378874706145722370,No
1378978884515999745,Yes
1381653922390085635,Yes
1381654671983534081,No
1381658453085728768,No
1381659757690421249,Yes
1381664410704437253,Yes
1381665437012746241,No
1381666847574081542,No
1384194494094995468,No
1384194568229298184,No
1384198304867647499,No
1384200125321416714,No
1384495683303051265,No
1384496413267177473,Yes
1384496856248508419,Yes
1384497511583395841,Yes
1384499979897786372,Yes
1384501077589045254,No
1384502299427495937,Yes
1384503712777900033,No
1384503713188954115,Yes
1384504279696879619,Yes
1384506974965051399,Yes
1384825912269709314,Yes
1384829303393767430,No
1384830118577819648,No
1384830820532297729,Yes
1384831196518141953,No
1384835330239520771,Yes
1384835815914803200,No
1386258945015169036,No
1386260653363634176,Yes
1386263444576514050,Yes
1386266171167715330,Yes
1386270754044620800,Yes
1387176410436055054,Yes
1387177749442441216,No
1387179203783766020,No
1387530406015217664,Yes
1387535571682271233,Yes
1387539885616160772,Yes
1387663027206492163,No
1387665548595671045,No
1387666540955328513,Yes
1387668658630057987,No
1387675660987011072,No
1388149265743089667,Yes
1388149836042604544,Yes
1366399746873692163,Yes
1366400289327091716,No
1366506406971588620,Yes
1366858421631397892,No
1366867229749501961,Yes
1366958182757711877,No
1367418309814202368,Yes
1367473660756426753,Yes
1367749839799390209,Yes
1367963469476151296,Yes
1367985754190839809,Yes
1368209733707046920,No
1368502523913531395,No
1368516200284717057,Yes
1369431352613953540,Yes
1369661670130393094,Yes
1369694331863502856,Yes
1369999559271866373,No
1370022478404198402,Yes
1370111548597886980,Yes
1370139184778870788,Yes
1370435249864314883,Yes
1370468152996421635,No
1371107221237551108,Yes
1371126627065823238,Yes
1371160090502397954,Yes
1371244005816733697,Yes
1371354438967902209,No
1371831274181165064,Yes
1371839434291884034,Yes
1371899971700727814,Yes
1371947672446337027,Yes
1372214647781265409,Yes
1372828233494847490,Yes
1372840485107212289,Yes
1373032233787928579,No
1373714824597757955,No
1373720802802204673,No
1374420359420674054,No
1374422984329293833,No
1374880315739635712,Yes
1375117395925344258,Yes
1375161514974449671,Yes
1375821127415660549,Yes
1375924885512466436,Yes
1376114673829998594,Yes
1376187508782956557,No
1376768956917223426,Yes
1376823339210186759,Yes
1376834665902977032,No
1376875929419517952,Yes
1377143078956322817,Yes
1377208739439202304,No
1377285840511066113,Yes
1356240938163695626,No
1356241044040507393,No
1356245423237828612,Yes
1356249836719370242,Yes
1356486554877898753,Yes
1356492359782006788,Yes
1356493789326639106,No
1356877592540839936,Yes
1356880073123586048,No
1356985348258226176,No
1356986520993992707,No
1356989188604891143,No
1356989417865547785,No
1357222591614844929,Yes
1357230038580535303,No
1357232361189101573,No
1357605381053292546,No
1357774580354609155,No
1357775064503042056,Yes
1358143990030295040,Yes
1358154792221224962,No
1358156895090073600,No
1358333482318114818,Yes
1358381450047938562,Yes
1358460517459783681,Yes
1358467871970635784,Yes
1359081713335492613,Yes
1359092739351207939,No
1359259867064770564,Yes
1359279723017351169,No
1359837225710735367,No
1359841033106960388,No
1360230794443296771,Yes
1360966073626025985,No
1362069797412823043,Yes
1362393098630926341,No
1362492956658307073,Yes
1362503409694355459,No
