tweet_id,class_label
1256120472875524096,"Yes.

The sentence contains a verifiable factual claim (""Ik merk op da kleinere supermark en me voorgaande verplich ing om winkelkar e nemen di nu nie meer vragen"") and has the potential to impact the general public, particularly in the context of the COVID-19 pandemic. Additionally, the sentence expresses a negative sentiment towards people who are not wearing masks in public, which could be considered harmful to society. Therefore, it would be appropriate for a professional fact-checker to verify the claim and provide context to mitigate any potential harm."
1256154134027350019,"Yes.

The sentence contains a verifiable factual claim (""Vanaf maandag mei dragen we een mondmasker op he openbaar vervoer"") and it has the potential to impact the general public, as it refers to a public health measure related to COVID-19. Additionally, the sentence includes a call to action (""Samen gaan we veilig vooruit"") and a hashtag (""#SamenTegenCorona""), which suggests that it is intended to be shared and taken seriously by the public. Therefore, it would be appropriate for a professional fact-checker to verify the claim in the sentence.

It's worth noting that the sentence is not harmful to society, as it promotes a public health measure that is intended to protect people from the spread of COVID-19."
1256253220239872000,"Yes, the sentence contains a verifiable factual claim.

The sentence suggests that the OMT (Outbreak Management Team) and RIVM (National Institute for Public Health and the Environment) are not fulfilling their roles properly during the COVID-19 pandemic. This claim can be verified by examining the actions and decisions made by these organizations during the pandemic and assessing their effectiveness.

The sentence's claim has the potential to impact the general public, as it concerns the response to a public health crisis. Therefore, it is in the public interest to verify the claim.

Given the potential impact of the claim and the public interest in accurate information, it is appropriate for a professional fact-checker to verify the claim.

Finally, the sentence does not appear to be harmful to society. It is a statement of opinion that can be verified through fact-checking, and it does not promote harmful or dangerous ideas.

Therefore, the sentence is check worthy."
1256305038139576326,"Yes, the sentence contains a verifiable factual claim.

The sentence claims that in the Netherlands, there are almost 7,000 coronavirus patients in hospitals, and that there are enough hospital beds available to accommodate them. This claim can be verified through official data and statistics from public health sources.

The sentence's claim has the potential to impact the general public, as it concerns the availability of hospital beds during a public health crisis. Therefore, it is in the public interest to verify this claim.

A professional fact-checker should verify the claim in the sentence to ensure its accuracy and to provide the public with reliable information.

The sentence does not appear to be harmful to society. It is a statement of fact that can help inform the public about the current situation with coronavirus patients in hospitals.

Therefore, the sentence is check worthy."
1256487670311682048,"Yes, the sentence contains a verifiable factual claim.

The sentence suggests that home education is better for children's well-being and development compared to traditional schooling. This claim can be verified through research and studies on the effects of home education versus traditional schooling on children's well-being and development.

The sentence's claim has the potential to impact or be of interest to the general public, particularly parents who are considering home education for their children.

Yes, a professional fact-checker should verify the claim in the sentence to ensure its accuracy and reliability.

The sentence is not harmful to society. It is a statement of opinion and does not promote harmful or discriminatory beliefs or behaviors.

Therefore, the sentence is check worthy."
1256903417789890560,"No.

The sentence contains a series of claims that are not verifiable factual claims. The claims are opinions or statements of belief, and they do not have the potential to be verified or proven false through fact-checking. Additionally, the sentence does not contain any information that would have a significant impact on or be of interest to the general public. Therefore, it is not check worthy."
1257270974405398530,"No.

The sentence does not contain a verifiable factual claim, but rather an opinion or a personal belief. Additionally, it does not seem to have any impact on or be of interest to the general public, and it does not appear to be harmful to society. Therefore, it is not check worthy."
1257364609910149121,"Yes.

The sentence contains a verifiable factual claim when it says ""In Nederland hoeven we ze immers nie e dragen"" (In the Netherlands, we don't have to wear them either), which implies that the Netherlands does not have a mandate for wearing masks during the COVID-19 pandemic. This claim can be verified through public health sources such as the RIVM (National Institute for Public Health and the Environment) or the Dutch government.

The sentence's claim has an impact on or is of interest to the general public, as it concerns public health and safety during a global pandemic. Therefore, it is appropriate for a professional fact-checker to verify the claim.

Finally, the sentence is not harmful to society, as it does not contain any harmful or misleading information that could lead to dangerous behavior or harm to individuals or communities."
1257742101812514816,"Yes, the sentence contains a verifiable factual claim.

The claim is that the aggression towards coronavirus regulations at Albert Heijn (a Dutch supermarket chain) is safer for bystanders than the long wait in line, and that the risk of being infected with the virus is higher than the risk of being injured by aggressive behavior.

This claim has the potential to impact the public's perception of the risk associated with the coronavirus and their behavior in response to it, and therefore it is of interest to the general public.

Given the potential impact of this claim, it would be beneficial for a professional fact-checker to verify its accuracy.

The sentence does not appear to be harmful to society, and it does not contain any hate speech or discriminatory language.

Therefore, based on these considerations, I would classify the sentence as check-worthy."
1257967060556144640,"Yes.

The sentence contains a verifiable factual claim (""DE KAPPERS GAAN WEER OPEN"") that could have an impact on or be of interest to the general public, especially in the context of the ongoing COVID-19 pandemic. Therefore, it would be appropriate for a professional fact-checker to verify the claim. Additionally, the sentence does not appear to be harmful to society."
1258080364276396032,"Yes.

The sentence ""Di klink alsof die vaccina ie hoe dan ook verplich gaa worden persconferen ie"" contains a verifiable factual claim regarding the potential mandatory nature of vaccination. The claim has the potential to impact the general public and would benefit from fact-checking by a professional to ensure its accuracy. Additionally, the sentence does not appear to be harmful to society. Therefore, it is check worthy."
1258330573241815040,"Yes.

The sentence contains a verifiable factual claim about the availability of a vaccine and the number of people who have been vaccinated. The claim has the potential to impact the general public's health and well-being, and it would be beneficial for a professional fact-checker to verify the information. Additionally, the sentence does not appear to be harmful to society."
1258351540060000257,"Yes.

The sentence contains a verifiable factual claim about the number of viewers of a press conference featuring Prime Minister Rutte and Minister Hugo de Jonge, which is a matter of public interest. The claim has the potential to impact the public's perception of the government's performance and the effectiveness of its communication strategy. Therefore, it is check worthy."
1258405678428930055,"Yes.

The sentence contains a verifiable factual claim when it says, ""The virus does not spread through numbers but through the possibilities it has to spread and infect people."" This claim can be verified through scientific research and data on how the virus spreads.

The sentence's claim has the potential to impact the general public's understanding of how the virus spreads and how to prevent its spread. Therefore, it is in the public's interest to verify this claim.

A professional fact-checker should verify the claim in the sentence to ensure its accuracy and to provide the public with reliable information.

The sentence is not harmful to society, and it does not contain any harmful or misleading information. Therefore, it is check-worthy."
